LocationType,Location,Race,TimeFrame,DataFormat,Data
County,Skamania,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Skamania,White Non-Hispanic,2009-2013,Currency,66510
County,Skamania,American Indian and Alaska Native,2010-2014,Currency,71389
County,Skamania,American Indian and Alaska Native,2011-2015,Currency,65833
County,Skamania,American Indian and Alaska Native,2012-2016,Currency,53750
County,Skamania,American Indian and Alaska Native,2013-2017,Currency,70488
County,Skamania,Asian,2010-2014,Currency,83594
County,Skamania,Asian,2011-2015,Currency,S
County,Skamania,Asian,2012-2016,Currency,S
County,Skamania,Asian,2013-2017,Currency,S
County,Skamania,Black,2010-2014,Currency,S
County,Skamania,Black,2011-2015,Currency,S
County,Skamania,Black,2012-2016,Currency,S
County,Skamania,Black,2013-2017,Currency,S
County,Skamania,Hispanic or Latino,2010-2014,Currency,60417
County,Skamania,Hispanic or Latino,2011-2015,Currency,60500
County,Skamania,Hispanic or Latino,2012-2016,Currency,61667
County,Skamania,Hispanic or Latino,2013-2017,Currency,61750
County,Skamania,Multiracial,2010-2014,Currency,44250
County,Skamania,Multiracial,2011-2015,Currency,60500
County,Skamania,Multiracial,2012-2016,Currency,93542
County,Skamania,Multiracial,2013-2017,Currency,95208
County,Skamania,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Skamania,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Skamania,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Skamania,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Skamania,White Non-Hispanic,2010-2014,Currency,65660
County,Skamania,White Non-Hispanic,2011-2015,Currency,66617
County,Skamania,White Non-Hispanic,2012-2016,Currency,66030
County,Skamania,White Non-Hispanic,2013-2017,Currency,65746
County,Skamania,American Indian and Alaska Native,2014-2018,Currency,72853
County,Skamania,Asian,2014-2018,Currency,NA
County,Skamania,Black,2014-2018,Currency,NA
County,Skamania,Hispanic or Latino,2014-2018,Currency,61875
County,Skamania,Multiracial,2014-2018,Currency,97708
County,Skamania,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Skamania,White Non-Hispanic,2014-2018,Currency,69498
County,Skamania,American Indian and Alaska Native,2015-2019,Currency,74613
County,Skamania,Asian,2015-2019,Currency,118048
County,Skamania,Black,2015-2019,Currency,NA
County,Skamania,Hispanic or Latino,2015-2019,Currency,63650
County,Skamania,Multiracial,2015-2019,Currency,72750
County,Skamania,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Skamania,White Non-Hispanic,2015-2019,Currency,78295
County,Snohomish,American Indian and Alaska Native,2005-2009,Currency,67127
County,Snohomish,Asian,2005-2009,Currency,75451
County,Snohomish,Black,2005-2009,Currency,"*$52,099"
County,Snohomish,Hispanic or Latino,2005-2009,Currency,48336
County,Snohomish,Multiracial,2005-2009,Currency,"*$59,639"
County,Snohomish,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,"*$51,250"
County,Snohomish,White Non-Hispanic,2005-2009,Currency,78995
County,Snohomish,American Indian and Alaska Native,2006-2010,Currency,"*$68,423"
County,Snohomish,Asian,2006-2010,Currency,81863
County,Snohomish,Black,2006-2010,Currency,"*$54,937"
County,Snohomish,Hispanic or Latino,2006-2010,Currency,47932
County,Snohomish,Multiracial,2006-2010,Currency,65270
County,Snohomish,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$58,164"
County,Snohomish,White Non-Hispanic,2006-2010,Currency,80596
County,Snohomish,American Indian and Alaska Native,2007-2011,Currency,68984
County,Snohomish,Asian,2007-2011,Currency,79682
County,Snohomish,Black,2007-2011,Currency,58595
County,Snohomish,Hispanic or Latino,2007-2011,Currency,51003
County,Snohomish,Multiracial,2007-2011,Currency,"*$68,519"
County,Snohomish,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$69,468"
County,Snohomish,White Non-Hispanic,2007-2011,Currency,82436
County,Snohomish,American Indian and Alaska Native,2008-2012,Currency,"*$66,705"
County,Snohomish,Asian,2008-2012,Currency,84356
County,Snohomish,Black,2008-2012,Currency,"*$62,729"
County,Snohomish,Hispanic or Latino,2008-2012,Currency,48737
County,Snohomish,Multiracial,2008-2012,Currency,74087
County,Snohomish,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,"*$68,917"
County,Snohomish,White Non-Hispanic,2008-2012,Currency,83008
County,Snohomish,American Indian and Alaska Native,2009-2013,Currency,61714
County,Snohomish,Asian,2009-2013,Currency,85631
County,Snohomish,Black,2009-2013,Currency,"*$63,459"
County,Snohomish,Hispanic or Latino,2009-2013,Currency,49850
County,Snohomish,Multiracial,2009-2013,Currency,74199
County,Snohomish,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,"*$71,049"
County,Snohomish,White Non-Hispanic,2009-2013,Currency,83392
County,Snohomish,American Indian and Alaska Native,2010-2014,Currency,64070
County,Snohomish,American Indian and Alaska Native,2011-2015,Currency,63679
County,Snohomish,American Indian and Alaska Native,2012-2016,Currency,68444
County,Snohomish,American Indian and Alaska Native,2013-2017,Currency,72618
County,Snohomish,Asian,2010-2014,Currency,87221
County,Snohomish,Asian,2011-2015,Currency,89743
County,Snohomish,Asian,2012-2016,Currency,97900
County,Snohomish,Asian,2013-2017,Currency,99142
County,Snohomish,Black,2010-2014,Currency,68149
County,Snohomish,Black,2011-2015,Currency,63446
County,Snohomish,Black,2012-2016,Currency,70221
County,Snohomish,Black,2013-2017,Currency,70137
County,Snohomish,Hispanic or Latino,2010-2014,Currency,52845
County,Snohomish,Hispanic or Latino,2011-2015,Currency,54475
County,Snohomish,Hispanic or Latino,2012-2016,Currency,55773
County,Snohomish,Hispanic or Latino,2013-2017,Currency,60141
County,Snohomish,Multiracial,2010-2014,Currency,76273
County,Snohomish,Multiracial,2011-2015,Currency,54475
County,Snohomish,Multiracial,2012-2016,Currency,78631
County,Snohomish,Multiracial,2013-2017,Currency,80918
County,Snohomish,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,63226
County,Snohomish,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,64632
County,Snohomish,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,68144
County,Snohomish,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,63934
County,Snohomish,White Non-Hispanic,2010-2014,Currency,84724
County,Snohomish,White Non-Hispanic,2011-2015,Currency,85802
County,Snohomish,White Non-Hispanic,2012-2016,Currency,89707
County,Snohomish,White Non-Hispanic,2013-2017,Currency,94680
County,Snohomish,American Indian and Alaska Native,2014-2018,Currency,74700
County,Snohomish,Asian,2014-2018,Currency,104944
County,Snohomish,Black,2014-2018,Currency,69568
County,Snohomish,Hispanic or Latino,2014-2018,Currency,66021
County,Snohomish,Multiracial,2014-2018,Currency,84063
County,Snohomish,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,72031
County,Snohomish,White Non-Hispanic,2014-2018,Currency,100678
County,Snohomish,American Indian and Alaska Native,2015-2019,Currency,86964
County,Snohomish,Asian,2015-2019,Currency,113116
County,Snohomish,Black,2015-2019,Currency,78140
County,Snohomish,Hispanic or Latino,2015-2019,Currency,70343
County,Snohomish,Multiracial,2015-2019,Currency,85191
County,Snohomish,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,80226
County,Snohomish,White Non-Hispanic,2015-2019,Currency,104367
County,Spokane,American Indian and Alaska Native,2005-2009,Currency,"*$28,734"
County,Spokane,Asian,2005-2009,Currency,"*$56,779"
County,Spokane,Black,2005-2009,Currency,"*$35,246"
County,Spokane,Hispanic or Latino,2005-2009,Currency,"*$44,537"
County,Spokane,Multiracial,2005-2009,Currency,43964
County,Spokane,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,"*$24,966"
County,Spokane,White Non-Hispanic,2005-2009,Currency,60761
County,Spokane,American Indian and Alaska Native,2006-2010,Currency,"*$29,233"
County,Spokane,Asian,2006-2010,Currency,"*$55,329"
County,Spokane,Black,2006-2010,Currency,"*$32,150"
County,Spokane,Hispanic or Latino,2006-2010,Currency,"*$44,139"
County,Spokane,Multiracial,2006-2010,Currency,"*$41,995"
County,Spokane,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$33,021"
County,Spokane,White Non-Hispanic,2006-2010,Currency,61556
County,Spokane,American Indian and Alaska Native,2007-2011,Currency,"*$30,811"
County,Spokane,Asian,2007-2011,Currency,"*$51,569"
County,Spokane,Black,2007-2011,Currency,"*$31,250"
County,Spokane,Hispanic or Latino,2007-2011,Currency,43655
County,Spokane,Multiracial,2007-2011,Currency,"*$42,101"
County,Spokane,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$26,980"
County,Spokane,White Non-Hispanic,2007-2011,Currency,64026
County,Spokane,American Indian and Alaska Native,2008-2012,Currency,"*$32,917"
County,Spokane,Asian,2008-2012,Currency,"*$52,841"
County,Spokane,Black,2008-2012,Currency,"*$32,292"
County,Spokane,Hispanic or Latino,2008-2012,Currency,"*$44,009"
County,Spokane,Multiracial,2008-2012,Currency,"*$44,526"
County,Spokane,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,"*$32,889"
County,Spokane,White Non-Hispanic,2008-2012,Currency,64937
County,Spokane,American Indian and Alaska Native,2009-2013,Currency,"*$34,313"
County,Spokane,Asian,2009-2013,Currency,45979
County,Spokane,Black,2009-2013,Currency,"*$37,795"
County,Spokane,Hispanic or Latino,2009-2013,Currency,"*$43,330"
County,Spokane,Multiracial,2009-2013,Currency,"*$45,774"
County,Spokane,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,"*$28,816"
County,Spokane,White Non-Hispanic,2009-2013,Currency,64491
County,Spokane,American Indian and Alaska Native,2010-2014,Currency,32070
County,Spokane,American Indian and Alaska Native,2011-2015,Currency,29063
County,Spokane,American Indian and Alaska Native,2012-2016,Currency,37660
County,Spokane,American Indian and Alaska Native,2013-2017,Currency,38604
County,Spokane,Asian,2010-2014,Currency,51929
County,Spokane,Asian,2011-2015,Currency,49821
County,Spokane,Asian,2012-2016,Currency,50203
County,Spokane,Asian,2013-2017,Currency,51880
County,Spokane,Black,2010-2014,Currency,39516
County,Spokane,Black,2011-2015,Currency,41030
County,Spokane,Black,2012-2016,Currency,42456
County,Spokane,Black,2013-2017,Currency,48887
County,Spokane,Hispanic or Latino,2010-2014,Currency,47902
County,Spokane,Hispanic or Latino,2011-2015,Currency,50199
County,Spokane,Hispanic or Latino,2012-2016,Currency,56066
County,Spokane,Hispanic or Latino,2013-2017,Currency,59034
County,Spokane,Multiracial,2010-2014,Currency,46000
County,Spokane,Multiracial,2011-2015,Currency,50199
County,Spokane,Multiracial,2012-2016,Currency,51503
County,Spokane,Multiracial,2013-2017,Currency,57043
County,Spokane,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,30375
County,Spokane,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,41250
County,Spokane,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,32148
County,Spokane,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,40813
County,Spokane,White Non-Hispanic,2010-2014,Currency,65611
County,Spokane,White Non-Hispanic,2011-2015,Currency,65122
County,Spokane,White Non-Hispanic,2012-2016,Currency,66148
County,Spokane,White Non-Hispanic,2013-2017,Currency,69082
County,Spokane,American Indian and Alaska Native,2014-2018,Currency,40220
County,Spokane,Asian,2014-2018,Currency,71401
County,Spokane,Black,2014-2018,Currency,39375
County,Spokane,Hispanic or Latino,2014-2018,Currency,62400
County,Spokane,Multiracial,2014-2018,Currency,59848
County,Spokane,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,42794
County,Spokane,White Non-Hispanic,2014-2018,Currency,72871
County,Spokane,American Indian and Alaska Native,2015-2019,Currency,47850
County,Spokane,Asian,2015-2019,Currency,66321
County,Spokane,Black,2015-2019,Currency,55422
County,Spokane,Hispanic or Latino,2015-2019,Currency,59719
County,Spokane,Multiracial,2015-2019,Currency,62914
County,Spokane,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,42779
County,Spokane,White Non-Hispanic,2015-2019,Currency,75697
County,Stevens,American Indian and Alaska Native,2005-2009,Currency,"*$39,306"
County,Stevens,Asian,2005-2009,Currency,68920
County,Stevens,Black,2005-2009,Currency,NA
County,Stevens,Hispanic or Latino,2005-2009,Currency,"*$71,450"
County,Stevens,Multiracial,2005-2009,Currency,"*$52,273"
County,Stevens,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,"*$37,679"
County,Stevens,White Non-Hispanic,2005-2009,Currency,50829
County,Stevens,American Indian and Alaska Native,2006-2010,Currency,"*$39,958"
County,Stevens,Asian,2006-2010,Currency,"*$132,902"
County,Stevens,Black,2006-2010,Currency,NA
County,Stevens,Hispanic or Latino,2006-2010,Currency,71551
County,Stevens,Multiracial,2006-2010,Currency,"*$47,162"
County,Stevens,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$51,063"
County,Stevens,White Non-Hispanic,2006-2010,Currency,51722
County,Stevens,American Indian and Alaska Native,2007-2011,Currency,"*$47,115"
County,Stevens,Asian,2007-2011,Currency,138561
County,Stevens,Black,2007-2011,Currency,NA
County,Stevens,Hispanic or Latino,2007-2011,Currency,"*$73,992"
County,Stevens,Multiracial,2007-2011,Currency,"*$45,930"
County,Stevens,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$51,042"
County,Stevens,White Non-Hispanic,2007-2011,Currency,52433
County,Stevens,American Indian and Alaska Native,2008-2012,Currency,"*$55,260"
County,Stevens,Asian,2008-2012,Currency,"*$140,947"
County,Stevens,Black,2008-2012,Currency,NA
County,Stevens,Hispanic or Latino,2008-2012,Currency,76588
County,Stevens,Multiracial,2008-2012,Currency,"*$48,686"
County,Stevens,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Stevens,White Non-Hispanic,2008-2012,Currency,51852
County,Stevens,American Indian and Alaska Native,2009-2013,Currency,"*$45,341"
County,Stevens,Asian,2009-2013,Currency,"*$143,478"
County,Stevens,Black,2009-2013,Currency,NA
County,Stevens,Hispanic or Latino,2009-2013,Currency,"*$60,556"
County,Stevens,Multiracial,2009-2013,Currency,"*$46,944"
County,Stevens,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Stevens,White Non-Hispanic,2009-2013,Currency,52850
County,Stevens,American Indian and Alaska Native,2010-2014,Currency,42813
County,Stevens,American Indian and Alaska Native,2011-2015,Currency,31591
County,Stevens,American Indian and Alaska Native,2012-2016,Currency,33516
County,Stevens,American Indian and Alaska Native,2013-2017,Currency,34643
County,Stevens,Asian,2010-2014,Currency,82250
County,Stevens,Asian,2011-2015,Currency,S
County,Stevens,Asian,2012-2016,Currency,57986
County,Stevens,Asian,2013-2017,Currency,58472
County,Stevens,Black,2010-2014,Currency,36346
County,Stevens,Black,2011-2015,Currency,S
County,Stevens,Black,2012-2016,Currency,S
County,Stevens,Black,2013-2017,Currency,S
County,Stevens,Hispanic or Latino,2010-2014,Currency,24167
County,Stevens,Hispanic or Latino,2011-2015,Currency,S
County,Stevens,Hispanic or Latino,2012-2016,Currency,16067
County,Stevens,Hispanic or Latino,2013-2017,Currency,23299
County,Stevens,Multiracial,2010-2014,Currency,47500
County,Stevens,Multiracial,2011-2015,Currency,S
County,Stevens,Multiracial,2012-2016,Currency,42396
County,Stevens,Multiracial,2013-2017,Currency,44886
County,Stevens,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Stevens,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Stevens,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Stevens,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Stevens,White Non-Hispanic,2010-2014,Currency,53723
County,Stevens,White Non-Hispanic,2011-2015,Currency,53387
County,Stevens,White Non-Hispanic,2012-2016,Currency,55802
County,Stevens,White Non-Hispanic,2013-2017,Currency,61431
County,Stevens,American Indian and Alaska Native,2014-2018,Currency,41750
County,Stevens,Asian,2014-2018,Currency,62067
County,Stevens,Black,2014-2018,Currency,NA
County,Stevens,Hispanic or Latino,2014-2018,Currency,NA
County,Stevens,Multiracial,2014-2018,Currency,49643
County,Stevens,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Stevens,White Non-Hispanic,2014-2018,Currency,62230
County,Stevens,American Indian and Alaska Native,2015-2019,Currency,40250
County,Stevens,Asian,2015-2019,Currency,61713
County,Stevens,Black,2015-2019,Currency,183355
County,Stevens,Hispanic or Latino,2015-2019,Currency,33889
County,Stevens,Multiracial,2015-2019,Currency,56847
County,Stevens,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Stevens,White Non-Hispanic,2015-2019,Currency,66053
County,Thurston,American Indian and Alaska Native,2005-2009,Currency,"*$49,674"
County,Thurston,Asian,2005-2009,Currency,76127
County,Thurston,Black,2005-2009,Currency,"*$81,270"
County,Thurston,Hispanic or Latino,2005-2009,Currency,55908
County,Thurston,Multiracial,2005-2009,Currency,59286
County,Thurston,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,"*$95,662"
County,Thurston,White Non-Hispanic,2005-2009,Currency,70961
County,Thurston,American Indian and Alaska Native,2006-2010,Currency,"*$61,172"
County,Thurston,Asian,2006-2010,Currency,76236
County,Thurston,Black,2006-2010,Currency,"*$75,592"
County,Thurston,Hispanic or Latino,2006-2010,Currency,"*$59,429"
County,Thurston,Multiracial,2006-2010,Currency,"*$63,079"
County,Thurston,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$99,875"
County,Thurston,White Non-Hispanic,2006-2010,Currency,72540
County,Thurston,American Indian and Alaska Native,2007-2011,Currency,"*$61,438"
County,Thurston,Asian,2007-2011,Currency,78318
County,Thurston,Black,2007-2011,Currency,"*$84,236"
County,Thurston,Hispanic or Latino,2007-2011,Currency,"*$59,589"
County,Thurston,Multiracial,2007-2011,Currency,"*$66,020"
County,Thurston,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$75,357"
County,Thurston,White Non-Hispanic,2007-2011,Currency,74589
County,Thurston,American Indian and Alaska Native,2008-2012,Currency,63718
County,Thurston,Asian,2008-2012,Currency,75871
County,Thurston,Black,2008-2012,Currency,"*$89,338"
County,Thurston,Hispanic or Latino,2008-2012,Currency,"*$59,280"
County,Thurston,Multiracial,2008-2012,Currency,"*$63,182"
County,Thurston,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,"*$74,375"
County,Thurston,White Non-Hispanic,2008-2012,Currency,75068
County,Thurston,American Indian and Alaska Native,2009-2013,Currency,"*$63,844"
County,Thurston,Asian,2009-2013,Currency,"*$74,756"
County,Thurston,Black,2009-2013,Currency,"*$84,207"
County,Thurston,Hispanic or Latino,2009-2013,Currency,"*$58,796"
County,Thurston,Multiracial,2009-2013,Currency,"*$53,342"
County,Thurston,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,"*$71,714"
County,Thurston,White Non-Hispanic,2009-2013,Currency,75365
County,Thurston,American Indian and Alaska Native,2010-2014,Currency,55395
County,Thurston,American Indian and Alaska Native,2011-2015,Currency,46352
County,Thurston,American Indian and Alaska Native,2012-2016,Currency,46285
County,Thurston,American Indian and Alaska Native,2013-2017,Currency,49861
County,Thurston,Asian,2010-2014,Currency,76960
County,Thurston,Asian,2011-2015,Currency,79167
County,Thurston,Asian,2012-2016,Currency,81396
County,Thurston,Asian,2013-2017,Currency,84477
County,Thurston,Black,2010-2014,Currency,69228
County,Thurston,Black,2011-2015,Currency,75601
County,Thurston,Black,2012-2016,Currency,73347
County,Thurston,Black,2013-2017,Currency,77674
County,Thurston,Hispanic or Latino,2010-2014,Currency,56234
County,Thurston,Hispanic or Latino,2011-2015,Currency,56195
County,Thurston,Hispanic or Latino,2012-2016,Currency,55662
County,Thurston,Hispanic or Latino,2013-2017,Currency,58847
County,Thurston,Multiracial,2010-2014,Currency,56299
County,Thurston,Multiracial,2011-2015,Currency,56195
County,Thurston,Multiracial,2012-2016,Currency,54213
County,Thurston,Multiracial,2013-2017,Currency,55766
County,Thurston,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,82500
County,Thurston,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,70795
County,Thurston,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,50237
County,Thurston,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,47857
County,Thurston,White Non-Hispanic,2010-2014,Currency,76673
County,Thurston,White Non-Hispanic,2011-2015,Currency,75678
County,Thurston,White Non-Hispanic,2012-2016,Currency,77147
County,Thurston,White Non-Hispanic,2013-2017,Currency,81752
County,Thurston,American Indian and Alaska Native,2014-2018,Currency,65547
County,Thurston,Asian,2014-2018,Currency,86046
County,Thurston,Black,2014-2018,Currency,79841
County,Thurston,Hispanic or Latino,2014-2018,Currency,57656
County,Thurston,Multiracial,2014-2018,Currency,61341
County,Thurston,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,51071
County,Thurston,White Non-Hispanic,2014-2018,Currency,85294
County,Thurston,American Indian and Alaska Native,2015-2019,Currency,70089
County,Thurston,Asian,2015-2019,Currency,87480
County,Thurston,Black,2015-2019,Currency,84630
County,Thurston,Hispanic or Latino,2015-2019,Currency,59192
County,Thurston,Multiracial,2015-2019,Currency,69599
County,Thurston,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,52292
County,Thurston,White Non-Hispanic,2015-2019,Currency,88482
County,Wahkiakum,American Indian and Alaska Native,2005-2009,Currency,NA
County,Wahkiakum,Asian,2005-2009,Currency,NA
County,Wahkiakum,Black,2005-2009,Currency,NA
County,Wahkiakum,Hispanic or Latino,2005-2009,Currency,"*$45,391"
County,Wahkiakum,Multiracial,2005-2009,Currency,NA
County,Wahkiakum,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,NA
County,Wahkiakum,White Non-Hispanic,2005-2009,Currency,"*$53,750"
County,Wahkiakum,American Indian and Alaska Native,2006-2010,Currency,NA
County,Wahkiakum,Asian,2006-2010,Currency,NA
County,Wahkiakum,Black,2006-2010,Currency,NA
County,Wahkiakum,Hispanic or Latino,2006-2010,Currency,NA
County,Wahkiakum,Multiracial,2006-2010,Currency,"*$63,167"
County,Wahkiakum,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,NA
County,Wahkiakum,White Non-Hispanic,2006-2010,Currency,"*$46,516"
County,Wahkiakum,American Indian and Alaska Native,2007-2011,Currency,NA
County,Wahkiakum,Asian,2007-2011,Currency,NA
County,Wahkiakum,Black,2007-2011,Currency,NA
County,Wahkiakum,Hispanic or Latino,2007-2011,Currency,NA
County,Wahkiakum,Multiracial,2007-2011,Currency,"*$62,794"
County,Wahkiakum,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,NA
County,Wahkiakum,White Non-Hispanic,2007-2011,Currency,"*$48,297"
County,Wahkiakum,American Indian and Alaska Native,2008-2012,Currency,NA
County,Wahkiakum,Asian,2008-2012,Currency,NA
County,Wahkiakum,Black,2008-2012,Currency,NA
County,Wahkiakum,Hispanic or Latino,2008-2012,Currency,NA
County,Wahkiakum,Multiracial,2008-2012,Currency,"*$38,750"
County,Wahkiakum,Native Hawaiian and Other Pacific Islander,2008-2012,Currency,NA
County,Wahkiakum,White Non-Hispanic,2008-2012,Currency,"*$51,650"
County,Wahkiakum,American Indian and Alaska Native,2009-2013,Currency,NA
County,Wahkiakum,Asian,2009-2013,Currency,NA
County,Wahkiakum,Black,2009-2013,Currency,NA
County,Wahkiakum,Hispanic or Latino,2009-2013,Currency,NA
County,Wahkiakum,Multiracial,2009-2013,Currency,"*$53,125"
County,Wahkiakum,Native Hawaiian and Other Pacific Islander,2009-2013,Currency,NA
County,Wahkiakum,White Non-Hispanic,2009-2013,Currency,"*$48,176"
County,Wahkiakum,American Indian and Alaska Native,2010-2014,Currency,S
County,Wahkiakum,American Indian and Alaska Native,2011-2015,Currency,S
County,Wahkiakum,American Indian and Alaska Native,2012-2016,Currency,S
County,Wahkiakum,American Indian and Alaska Native,2013-2017,Currency,S
County,Wahkiakum,Asian,2010-2014,Currency,S
County,Wahkiakum,Asian,2011-2015,Currency,S
County,Wahkiakum,Asian,2012-2016,Currency,S
County,Wahkiakum,Asian,2013-2017,Currency,S
County,Wahkiakum,Black,2010-2014,Currency,S
County,Wahkiakum,Black,2011-2015,Currency,S
County,Wahkiakum,Black,2012-2016,Currency,S
County,Wahkiakum,Black,2013-2017,Currency,S
County,Wahkiakum,Hispanic or Latino,2010-2014,Currency,S
County,Wahkiakum,Hispanic or Latino,2011-2015,Currency,32679
County,Wahkiakum,Hispanic or Latino,2012-2016,Currency,23750
County,Wahkiakum,Hispanic or Latino,2013-2017,Currency,28125
County,Wahkiakum,Multiracial,2010-2014,Currency,24583
County,Wahkiakum,Multiracial,2011-2015,Currency,32679
County,Wahkiakum,Multiracial,2012-2016,Currency,23942
County,Wahkiakum,Multiracial,2013-2017,Currency,S
County,Wahkiakum,Native Hawaiian and Other Pacific Islander,2010-2014,Currency,S
County,Wahkiakum,Native Hawaiian and Other Pacific Islander,2011-2015,Currency,S
County,Wahkiakum,Native Hawaiian and Other Pacific Islander,2012-2016,Currency,S
County,Wahkiakum,Native Hawaiian and Other Pacific Islander,2013-2017,Currency,S
County,Wahkiakum,White Non-Hispanic,2010-2014,Currency,49632
County,Wahkiakum,White Non-Hispanic,2011-2015,Currency,52292
County,Wahkiakum,White Non-Hispanic,2012-2016,Currency,57917
County,Wahkiakum,White Non-Hispanic,2013-2017,Currency,58824
County,Wahkiakum,American Indian and Alaska Native,2014-2018,Currency,NA
County,Wahkiakum,Asian,2014-2018,Currency,NA
County,Wahkiakum,Black,2014-2018,Currency,NA
County,Wahkiakum,Hispanic or Latino,2014-2018,Currency,36538
County,Wahkiakum,Multiracial,2014-2018,Currency,24904
County,Wahkiakum,Native Hawaiian and Other Pacific Islander,2014-2018,Currency,NA
County,Wahkiakum,White Non-Hispanic,2014-2018,Currency,63773
County,Wahkiakum,American Indian and Alaska Native,2015-2019,Currency,NA
County,Wahkiakum,Asian,2015-2019,Currency,NA
County,Wahkiakum,Black,2015-2019,Currency,NA
County,Wahkiakum,Hispanic or Latino,2015-2019,Currency,34405
County,Wahkiakum,Multiracial,2015-2019,Currency,NA
County,Wahkiakum,Native Hawaiian and Other Pacific Islander,2015-2019,Currency,NA
County,Wahkiakum,White Non-Hispanic,2015-2019,Currency,66938
County,Walla Walla,American Indian and Alaska Native,2005-2009,Currency,"*$18,375"
County,Walla Walla,Asian,2005-2009,Currency,"*$39,167"
County,Walla Walla,Black,2005-2009,Currency,"*$110,057"
County,Walla Walla,Hispanic or Latino,2005-2009,Currency,"*$28,528"
County,Walla Walla,Multiracial,2005-2009,Currency,"*$75,588"
County,Walla Walla,Native Hawaiian and Other Pacific Islander,2005-2009,Currency,"*$60,188"
County,Walla Walla,White Non-Hispanic,2005-2009,Currency,60341
County,Walla Walla,American Indian and Alaska Native,2006-2010,Currency,"*$44,583"
County,Walla Walla,Asian,2006-2010,Currency,"*$38,289"
County,Walla Walla,Black,2006-2010,Currency,"*$76,731"
County,Walla Walla,Hispanic or Latino,2006-2010,Currency,"*$30,637"
County,Walla Walla,Multiracial,2006-2010,Currency,"*$82,577"
County,Walla Walla,Native Hawaiian and Other Pacific Islander,2006-2010,Currency,"*$60,417"
County,Walla Walla,White Non-Hispanic,2006-2010,Currency,61516
County,Walla Walla,American Indian and Alaska Native,2007-2011,Currency,76289
County,Walla Walla,Asian,2007-2011,Currency,"*$19,948"
County,Walla Walla,Black,2007-2011,Currency,"*$79,286"
County,Walla Walla,Hispanic or Latino,2007-2011,Currency,"*$32,122"
County,Walla Walla,Multiracial,2007-2011,Currency,"*$56,908"
County,Walla Walla,Native Hawaiian and Other Pacific Islander,2007-2011,Currency,"*$63,971"
